operation_id,operation_date,region,country,shipment_mode,operation_type,weather_condition,shift,vendor_tier,distance_km,load_factor,load_band,delay_hours,delay_band,operator_experience_years,experience_band,maintenance_score,cost_usd,failure_probability,failed,severity,loss_usd
39339,2028-06-27,North America,USA,Truck,Standard Shipment,Clear,Evening,Tier 3,1174.6,0.665,Moderate,13.3,12-24h,8.4,5-10y,73.5,2623.74,0.0163,0,None,0.0
39340,2028-06-27,North America,Canada,Air,Standard Shipment,Clear,Morning,Tier 2,274.5,0.494,Low,18.2,12-24h,4.8,2-5y,63.9,2716.74,0.0133,0,None,0.0
39341,2028-06-27,Latin America,Brazil,Truck,Standard Shipment,Clear,Morning,Tier 3,311.9,0.885,High,23.1,12-24h,7.8,5-10y,61.4,1738.77,0.0328,0,None,0.0
39342,2028-06-27,Africa,Nigeria,Air,High Value Cargo,Clear,Morning,Tier 1,188.0,0.776,High,15.2,12-24h,0.7,0-2y,82.5,3335.67,0.0097,0,None,0.0
39343,2028-06-27,Asia,China,Truck,Standard Shipment,Extreme Heat,Night,Tier 2,273.5,0.595,Low,16.5,12-24h,5.0,2-5y,85.7,1011.27,0.0208,0,None,0.0
39344,2028-06-27,North America,USA,Truck,Cold Chain,Clear,Morning,Tier 3,2748.4,0.799,High,20.4,12-24h,3.0,2-5y,61.6,6456.25,0.0493,0,None,0.0
39345,2028-06-27,Asia,China,Rail,Standard Shipment,Clear,Evening,Tier 1,953.7,0.515,Low,18.0,12-24h,5.4,5-10y,78.8,1465.82,0.0085,0,None,0.0
39346,2028-06-27,Europe,Germany,Ocean,Cold Chain,Clear,Morning,Tier 2,242.4,0.736,Moderate,22.9,12-24h,5.7,5-10y,72.6,1530.65,0.0264,0,None,0.0
39347,2028-06-27,Africa,South Africa,Ocean,High Value Cargo,Clear,Night,Tier 3,952.4,0.851,High,25.3,24-48h,2.0,0-2y,99.4,2442.86,0.0363,0,None,0.0
39348,2028-06-27,Latin America,Chile,Ocean,Standard Shipment,Rain,Evening,Tier 1,621.9,0.656,Moderate,34.6,24-48h,15.0,10y+,90.7,1613.21,0.0088,0,None,0.0
39349,2028-06-27,Latin America,Colombia,Truck,High Value Cargo,Clear,Morning,Tier 2,1462.7,0.529,Low,20.6,12-24h,0.7,0-2y,77.2,4076.8,0.0189,0,None,0.0
39350,2028-06-27,Latin America,Chile,Ocean,Standard Shipment,Clear,Morning,Tier 2,1516.3,0.646,Moderate,36.4,24-48h,2.3,2-5y,81.6,1823.27,0.0202,0,None,0.0
39351,2028-06-27,North America,Mexico,Truck,Cold Chain,Rain,Evening,Tier 1,1426.8,0.889,High,20.7,12-24h,1.1,0-2y,94.6,4018.19,0.0237,1,Medium,2410.62
39352,2028-06-27,Latin America,Colombia,Truck,Hazardous Goods,Storm,Morning,Tier 2,488.3,0.693,Moderate,39.5,24-48h,8.6,5-10y,84.6,2605.24,0.0533,0,None,0.0
39353,2028-06-27,North America,Mexico,Truck,Hazardous Goods,Clear,Evening,Tier 1,781.9,0.768,High,14.6,12-24h,12.0,10y+,72.7,2837.97,0.0131,0,None,0.0
39354,2028-06-27,Africa,South Africa,Rail,Cold Chain,Rain,Evening,Tier 3,1455.5,0.89,High,29.8,24-48h,1.7,0-2y,99.5,3691.6,0.0455,1,Medium,1246.43
39355,2028-06-27,North America,Canada,Rail,Standard Shipment,Clear,Morning,Tier 1,1846.4,0.904,Critical,21.0,12-24h,3.3,2-5y,88.3,2577.39,0.0103,0,None,0.0
39356,2028-06-27,Africa,Nigeria,Air,Standard Shipment,Clear,Morning,Tier 1,1876.6,0.586,Low,5.8,0-12h,8.3,5-10y,63.6,11859.72,0.0067,0,None,0.0
39357,2028-06-27,North America,Mexico,Air,Standard Shipment,Clear,Night,Tier 2,2199.1,0.914,Critical,20.4,12-24h,2.0,0-2y,100.0,13740.56,0.0137,0,None,0.0
39358,2028-06-27,Latin America,Brazil,Truck,Standard Shipment,Clear,Morning,Tier 3,859.6,0.886,High,15.5,12-24h,4.6,2-5y,71.1,2729.54,0.027,0,None,0.0
39359,2028-06-27,Asia,China,Air,Standard Shipment,Storm,Evening,Tier 1,3922.6,0.684,Moderate,16.7,12-24h,2.9,2-5y,55.9,23468.71,0.0378,0,None,0.0
39360,2028-06-27,Asia,China,Truck,Standard Shipment,Clear,Morning,Tier 1,1031.8,0.561,Low,13.1,12-24h,3.1,2-5y,77.3,2511.94,0.0086,0,None,0.0
39361,2028-06-28,North America,Mexico,Truck,High Value Cargo,Extreme Heat,Morning,Tier 3,759.5,0.528,Low,13.3,12-24h,3.5,2-5y,84.4,2434.45,0.0316,0,None,0.0
39362,2028-06-28,Africa,Nigeria,Rail,Standard Shipment,Clear,Morning,Tier 2,443.0,0.705,Moderate,19.8,12-24h,5.0,2-5y,83.8,1453.6,0.0093,0,None,0.0
39363,2028-06-28,North America,Mexico,Air,Standard Shipment,Rain,Night,Tier 1,1750.9,0.962,Critical,17.1,12-24h,1.7,0-2y,78.3,11445.28,0.0259,0,None,0.0
39364,2028-06-28,Europe,Germany,Ocean,Standard Shipment,Storm,Morning,Tier 2,2164.0,0.943,Critical,47.9,24-48h,0.8,0-2y,81.8,2879.61,0.105,0,None,0.0
39365,2028-06-28,Latin America,Chile,Air,Standard Shipment,Clear,Morning,Tier 1,254.2,0.342,Low,13.4,12-24h,2.0,0-2y,100.0,2115.87,0.0044,0,None,0.0
39366,2028-06-28,Asia,China,Truck,Standard Shipment,Clear,Evening,Tier 2,721.1,0.459,Low,11.4,0-12h,0.5,0-2y,66.2,1908.29,0.0188,0,None,0.0
39367,2028-06-28,Latin America,Chile,Truck,Cold Chain,Clear,Evening,Tier 1,666.5,0.629,Moderate,18.5,12-24h,3.5,2-5y,100.0,2459.33,0.0096,0,None,0.0
39368,2028-06-28,Latin America,Colombia,Air,Standard Shipment,Clear,Morning,Tier 2,2097.5,0.438,Low,8.2,0-12h,4.2,2-5y,99.8,13244.07,0.0047,0,None,0.0
39369,2028-06-28,Asia,India,Truck,Standard Shipment,Rain,Morning,Tier 2,1636.3,0.35,Low,24.9,24-48h,0.6,0-2y,61.1,2584.6,0.0313,0,None,0.0
39370,2028-06-28,Africa,Nigeria,Air,Standard Shipment,Rain,Morning,Tier 2,1106.7,0.686,Moderate,27.8,24-48h,8.0,5-10y,86.9,7648.45,0.0099,0,None,0.0
39371,2028-06-28,Europe,Germany,Air,Cold Chain,Clear,Morning,Tier 1,637.9,0.781,High,15.8,12-24h,6.8,5-10y,77.7,7622.1,0.01,0,None,0.0
39372,2028-06-28,North America,USA,Truck,Standard Shipment,Clear,Morning,Tier 2,871.1,0.611,Moderate,17.3,12-24h,0.5,0-2y,79.9,2207.92,0.0132,0,None,0.0
39373,2028-06-28,Asia,China,Ocean,Standard Shipment,Clear,Evening,Tier 2,774.2,0.683,Moderate,30.6,24-48h,3.1,2-5y,81.4,1524.83,0.0197,0,None,0.0
39374,2028-06-28,Latin America,Brazil,Truck,Emergency Replenishment,Clear,Morning,Tier 2,227.9,0.801,High,11.1,0-12h,3.4,2-5y,76.9,1930.99,0.0242,0,None,0.0
39375,2028-06-28,Asia,India,Ocean,High Value Cargo,Extreme Heat,Evening,Tier 2,811.1,0.806,High,29.0,24-48h,5.6,5-10y,99.2,1966.29,0.0257,0,None,0.0
39376,2028-06-28,Latin America,Brazil,Air,Standard Shipment,Storm,Morning,Tier 3,1469.6,0.685,Moderate,22.2,12-24h,4.8,2-5y,92.7,9574.41,0.0276,0,None,0.0
39377,2028-06-28,Asia,India,Truck,Standard Shipment,Storm,Night,Tier 2,1439.5,0.54,Low,40.1,24-48h,8.7,5-10y,100.0,2976.89,0.0269,0,None,0.0
39378,2028-06-28,Asia,China,Ocean,Standard Shipment,Rain,Morning,Tier 2,1564.2,0.826,High,32.8,24-48h,3.0,2-5y,79.7,2071.45,0.0289,0,None,0.0
39379,2028-06-28,North America,USA,Ocean,High Value Cargo,Cold,Morning,Tier 2,1114.6,0.904,Critical,44.4,24-48h,4.5,2-5y,92.0,2523.61,0.0417,0,None,0.0
39380,2028-06-28,Latin America,Colombia,Truck,Standard Shipment,Clear,Morning,Tier 1,1819.5,0.454,Low,12.5,12-24h,3.9,2-5y,75.1,2722.16,0.0086,0,None,0.0
39381,2028-06-28,North America,Mexico,Truck,Cold Chain,Clear,Morning,Tier 1,943.8,0.909,Critical,16.6,12-24h,3.7,2-5y,59.9,3597.18,0.0322,0,None,0.0
39382,2028-06-28,Asia,India,Truck,Hazardous Goods,Clear,Evening,Tier 2,1981.8,0.74,Moderate,16.4,12-24h,1.9,0-2y,92.0,5842.4,0.0191,0,None,0.0
39383,2028-06-28,Latin America,Colombia,Truck,Cold Chain,Storm,Morning,Tier 1,2638.3,0.678,Moderate,48.1,48h+,2.8,2-5y,90.2,6233.66,0.0477,0,None,0.0
39384,2028-06-28,North America,USA,Truck,Standard Shipment,Rain,Evening,Tier 3,199.5,0.634,Moderate,17.9,12-24h,3.5,2-5y,90.6,1212.93,0.0199,0,None,0.0
39385,2028-06-29,Africa,South Africa,Rail,Cold Chain,Clear,Morning,Tier 1,1181.9,0.371,Low,14.1,12-24h,1.2,0-2y,78.7,2234.13,0.0142,0,None,0.0
39386,2028-06-29,North America,Mexico,Air,High Value Cargo,Clear,Morning,Tier 2,690.1,0.939,Critical,21.4,12-24h,5.6,5-10y,81.7,7912.48,0.0181,0,None,0.0
39387,2028-06-29,Latin America,Colombia,Air,Cold Chain,Clear,Morning,Tier 1,1126.7,0.622,Moderate,15.1,12-24h,4.7,2-5y,91.0,12019.48,0.0079,0,None,0.0
39388,2028-06-29,Africa,South Africa,Rail,Standard Shipment,Clear,Morning,Tier 1,1727.7,0.784,High,16.6,12-24h,2.2,2-5y,75.9,2434.45,0.0095,0,None,0.0
39389,2028-06-29,Africa,Nigeria,Air,Standard Shipment,Clear,Evening,Tier 2,2243.3,0.746,Moderate,2.3,0-12h,5.9,5-10y,100.0,13862.71,0.0044,0,None,0.0
39390,2028-06-29,Europe,Germany,Rail,Standard Shipment,Rain,Morning,Tier 2,869.7,0.401,Low,14.9,12-24h,2.4,2-5y,79.7,1554.46,0.0143,0,None,0.0
39391,2028-06-29,North America,Mexico,Rail,Standard Shipment,Clear,Morning,Tier 2,241.9,0.662,Moderate,22.5,12-24h,0.8,0-2y,53.1,1051.55,0.0259,0,None,0.0
39392,2028-06-29,Africa,South Africa,Truck,Standard Shipment,Cold,Morning,Tier 1,434.3,0.331,Low,17.7,12-24h,4.9,2-5y,62.1,1076.83,0.0174,1,Low,185.96
39393,2028-06-29,Latin America,Chile,Air,Hazardous Goods,Clear,Evening,Tier 2,914.8,0.545,Low,6.4,0-12h,0.9,0-2y,84.9,10716.16,0.017,0,None,0.0
39394,2028-06-29,Asia,India,Ocean,Standard Shipment,Clear,Night,Tier 2,1418.4,0.945,Critical,25.5,24-48h,2.1,2-5y,88.5,2258.0,0.0321,0,None,0.0
39395,2028-06-29,Asia,India,Ocean,Standard Shipment,Rain,Evening,Tier 1,113.3,0.526,Low,27.6,24-48h,3.1,2-5y,65.4,1173.43,0.0277,0,None,0.0
39396,2028-06-29,North America,USA,Truck,Standard Shipment,Clear,Morning,Tier 2,544.4,0.627,Moderate,14.0,12-24h,5.4,5-10y,82.1,1610.48,0.009,0,None,0.0
39397,2028-06-29,Africa,Nigeria,Air,High Value Cargo,Clear,Evening,Tier 2,1068.9,0.692,Moderate,8.3,0-12h,4.1,2-5y,82.6,11236.07,0.0105,0,None,0.0
39398,2028-06-29,Europe,Netherlands,Truck,Cold Chain,Clear,Night,Tier 2,1359.8,0.907,Critical,21.1,12-24h,11.9,10y+,80.8,4110.91,0.0241,0,None,0.0
39399,2028-06-29,Asia,India,Truck,Cold Chain,Extreme Heat,Morning,Tier 1,726.8,0.592,Low,34.1,24-48h,7.9,5-10y,100.0,2701.75,0.0152,0,None,0.0
39400,2028-06-29,Africa,Nigeria,Ocean,Emergency Replenishment,Clear,Evening,Tier 1,1396.5,0.784,High,32.3,24-48h,2.5,2-5y,78.4,3523.67,0.0361,0,None,0.0
39401,2028-06-29,Latin America,Brazil,Ocean,High Value Cargo,Extreme Heat,Evening,Tier 3,1999.0,0.779,High,30.0,24-48h,1.8,0-2y,82.9,3388.8,0.0665,0,None,0.0
39402,2028-06-29,Africa,Nigeria,Air,Standard Shipment,Clear,Morning,Tier 2,916.2,0.647,Moderate,27.1,24-48h,2.8,2-5y,80.5,6788.47,0.0116,0,None,0.0
39403,2028-06-29,North America,Mexico,Truck,Cold Chain,Clear,Morning,Tier 1,1513.3,0.8,High,10.8,0-12h,5.4,5-10y,64.7,3971.5,0.017,0,None,0.0
39404,2028-06-29,Latin America,Chile,Air,Standard Shipment,Rain,Morning,Tier 1,990.5,0.686,Moderate,20.7,12-24h,1.1,0-2y,97.7,7299.7,0.0074,0,None,0.0
39405,2028-06-29,North America,USA,Truck,Cold Chain,Storm,Morning,Tier 2,1248.5,0.696,Moderate,54.4,48h+,2.4,2-5y,77.4,4097.67,0.0947,0,None,0.0
39406,2028-06-29,Asia,India,Air,Standard Shipment,Clear,Night,Tier 1,2830.3,0.548,Low,6.4,0-12h,4.8,2-5y,69.5,17327.3,0.0098,0,None,0.0
39407,2028-06-29,Asia,China,Ocean,Standard Shipment,Storm,Morning,Tier 1,1225.4,0.682,Moderate,35.8,24-48h,4.5,2-5y,49.4,1640.44,0.0732,0,None,0.0
39408,2028-06-29,North America,Mexico,Truck,Standard Shipment,Clear,Evening,Tier 3,1838.3,0.89,High,24.5,24-48h,1.9,0-2y,62.6,3395.1,0.0508,0,None,0.0
39409,2028-06-30,Europe,Germany,Ocean,Cold Chain,Clear,Evening,Tier 2,986.3,0.7,Moderate,23.4,12-24h,6.4,5-10y,90.1,1938.51,0.0188,0,None,0.0
39410,2028-06-30,Asia,India,Ocean,Standard Shipment,Clear,Evening,Tier 1,431.4,0.634,Moderate,20.5,12-24h,7.2,5-10y,75.9,1090.2,0.0115,0,None,0.0
39411,2028-06-30,Asia,India,Air,Standard Shipment,Extreme Heat,Night,Tier 1,1372.6,0.728,Moderate,10.4,0-12h,2.8,2-5y,100.0,8914.68,0.0095,0,None,0.0
39412,2028-06-30,North America,Mexico,Truck,Standard Shipment,Extreme Heat,Morning,Tier 1,178.8,1.006,Critical,34.1,24-48h,1.9,0-2y,76.8,1839.28,0.0456,0,None,0.0
39413,2028-06-30,North America,USA,Rail,Standard Shipment,Extreme Heat,Morning,Tier 3,1233.9,0.888,High,26.8,24-48h,3.0,2-5y,94.1,2080.59,0.0332,0,None,0.0
39414,2028-06-30,Latin America,Brazil,Ocean,Cold Chain,Clear,Night,Tier 2,308.8,0.689,Moderate,20.1,12-24h,6.6,5-10y,77.5,1204.0,0.0291,0,None,0.0
39415,2028-06-30,Asia,India,Truck,Cold Chain,Cold,Night,Tier 1,1262.8,0.707,Moderate,15.6,12-24h,3.6,2-5y,82.7,4016.79,0.0238,0,None,0.0
39416,2028-06-30,Europe,Germany,Ocean,Cold Chain,Storm,Morning,Tier 2,1757.0,0.805,High,41.4,24-48h,5.8,5-10y,79.8,3236.27,0.0808,0,None,0.0
39417,2028-06-30,Latin America,Brazil,Truck,Standard Shipment,Storm,Morning,Tier 2,906.8,0.764,High,35.8,24-48h,4.3,2-5y,68.3,2715.13,0.0498,0,None,0.0
39418,2028-06-30,Europe,Germany,Air,Standard Shipment,Clear,Night,Tier 1,309.2,0.558,Low,7.9,0-12h,8.7,5-10y,69.4,2532.75,0.0082,0,None,0.0
39419,2028-06-30,Latin America,Colombia,Ocean,Standard Shipment,Rain,Night,Tier 2,863.3,0.46,Low,34.9,24-48h,0.9,0-2y,85.2,1333.94,0.0348,0,None,0.0
39420,2028-06-30,Africa,Nigeria,Truck,Standard Shipment,Clear,Evening,Tier 1,1685.8,0.837,High,18.6,12-24h,5.0,2-5y,96.8,3411.34,0.0071,0,None,0.0
39421,2028-06-30,North America,USA,Truck,Standard Shipment,Clear,Morning,Tier 3,1834.5,0.537,Low,18.5,12-24h,4.5,2-5y,83.0,3040.15,0.0155,0,None,0.0
39422,2028-06-30,Latin America,Brazil,Air,Hazardous Goods,Clear,Evening,Tier 1,579.1,0.62,Moderate,19.5,12-24h,8.3,5-10y,69.8,7377.51,0.0158,0,None,0.0
39423,2028-06-30,Africa,South Africa,Air,Standard Shipment,Cold,Morning,Tier 2,923.7,0.894,High,16.6,12-24h,1.4,0-2y,89.3,6588.66,0.0166,0,None,0.0
39424,2028-06-30,North America,Canada,Ocean,Cold Chain,Rain,Evening,Tier 1,1257.2,0.557,Low,24.8,24-48h,3.9,2-5y,78.5,2451.1,0.0293,0,None,0.0
39425,2028-06-30,Africa,Nigeria,Truck,Cold Chain,Clear,Morning,Tier 2,1019.9,0.378,Low,14.4,12-24h,7.1,5-10y,88.0,2995.68,0.0115,0,None,0.0
39426,2028-06-30,Latin America,Brazil,Truck,Emergency Replenishment,Clear,Evening,Tier 2,1221.6,0.807,High,10.5,0-12h,4.5,2-5y,100.0,5046.48,0.0147,0,None,0.0
39427,2028-06-30,Latin America,Colombia,Truck,Standard Shipment,Rain,Morning,Tier 2,4283.6,0.702,Moderate,15.0,12-24h,5.3,5-10y,100.0,5957.92,0.0078,0,None,0.0
39428,2028-06-30,Asia,India,Rail,Standard Shipment,Storm,Morning,Tier 2,1391.2,0.668,Moderate,33.9,24-48h,2.5,2-5y,86.6,2486.61,0.0322,0,None,0.0
39429,2028-06-30,Europe,Germany,Air,Cold Chain,Extreme Heat,Evening,Tier 2,1972.3,0.708,Moderate,31.8,24-48h,0.4,0-2y,79.5,20719.49,0.0449,0,None,0.0
39430,2028-06-30,Asia,India,Truck,Hazardous Goods,Clear,Evening,Tier 2,1362.2,0.921,Critical,25.6,24-48h,1.9,0-2y,83.8,4651.74,0.0419,0,None,0.0
39431,2028-06-30,Africa,Nigeria,Truck,High Value Cargo,Clear,Morning,Tier 2,1550.4,0.87,High,23.2,12-24h,1.9,0-2y,85.7,4390.11,0.0198,0,None,0.0
39432,2028-06-30,North America,Canada,Ocean,Standard Shipment,Clear,Morning,Tier 1,2126.5,0.792,High,22.4,12-24h,3.9,2-5y,61.5,2340.58,0.0187,0,None,0.0
39433,2028-07-01,Asia,India,Truck,High Value Cargo,Clear,Morning,Tier 3,1188.9,0.535,Low,16.5,12-24h,2.9,2-5y,71.6,3479.07,0.0276,0,None,0.0
39434,2028-07-01,North America,USA,Air,Standard Shipment,Storm,Night,Tier 2,1890.7,0.769,High,18.8,12-24h,9.1,5-10y,69.1,12547.04,0.0326,0,None,0.0
39435,2028-07-01,Latin America,Brazil,Truck,Standard Shipment,Clear,Morning,Tier 2,1498.1,0.669,Moderate,18.0,12-24h,3.6,2-5y,96.3,2311.51,0.0075,0,None,0.0
39436,2028-07-01,Africa,Nigeria,Truck,Standard Shipment,Extreme Heat,Morning,Tier 2,3158.0,0.467,Low,31.0,24-48h,5.5,5-10y,91.0,5247.97,0.0168,0,None,0.0
39437,2028-07-01,Africa,South Africa,Truck,Cold Chain,Clear,Evening,Tier 1,739.4,0.688,Moderate,19.2,12-24h,10.0,5-10y,82.1,2706.82,0.0106,0,None,0.0
39438,2028-07-01,Europe,Netherlands,Truck,Standard Shipment,Clear,Night,Tier 3,1364.4,0.979,Critical,22.3,12-24h,4.7,2-5y,81.0,3286.41,0.0429,0,None,0.0
39439,2028-07-01,North America,Canada,Truck,Hazardous Goods,Storm,Night,Tier 3,941.8,0.822,High,40.0,24-48h,2.8,2-5y,74.2,3799.27,0.1978,0,None,0.0
39440,2028-07-01,Asia,China,Truck,Cold Chain,Clear,Morning,Tier 2,445.6,0.582,Low,17.8,12-24h,2.4,2-5y,78.4,1688.99,0.02,1,Medium,691.8
39441,2028-07-01,Africa,Nigeria,Ocean,Standard Shipment,Clear,Night,Tier 1,345.6,0.953,Critical,37.0,24-48h,8.0,5-10y,100.0,1954.2,0.0168,0,None,0.0
39442,2028-07-01,North America,Mexico,Air,Standard Shipment,Clear,Morning,Tier 2,1088.7,0.364,Low,15.3,12-24h,3.9,2-5y,97.0,7266.67,0.0059,0,None,0.0
39443,2028-07-01,Africa,South Africa,Truck,High Value Cargo,Rain,Morning,Tier 2,2682.4,0.69,Moderate,26.9,24-48h,6.3,5-10y,83.3,6534.61,0.0177,0,None,0.0
39444,2028-07-01,Europe,Germany,Air,Standard Shipment,Rain,Night,Tier 1,2314.1,0.84,High,15.7,12-24h,2.3,2-5y,65.8,14306.9,0.0229,0,None,0.0
39445,2028-07-01,North America,USA,Truck,Standard Shipment,Clear,Night,Tier 2,1792.5,0.782,High,11.1,0-12h,9.7,5-10y,83.6,3175.82,0.009,0,None,0.0
39446,2028-07-01,Latin America,Brazil,Ocean,Emergency Replenishment,Clear,Evening,Tier 1,2982.0,0.467,Low,17.6,12-24h,2.9,2-5y,100.0,4917.57,0.0159,0,None,0.0
39447,2028-07-01,Latin America,Colombia,Ocean,Standard Shipment,Clear,Evening,Tier 2,918.6,0.615,Moderate,19.3,12-24h,4.1,2-5y,81.4,1586.17,0.0153,0,None,0.0
39448,2028-07-01,Latin America,Brazil,Truck,Standard Shipment,Clear,Night,Tier 2,407.0,0.647,Moderate,14.3,12-24h,6.9,5-10y,63.8,1496.19,0.018,0,None,0.0
39449,2028-07-01,Asia,India,Truck,Hazardous Goods,Cold,Morning,Tier 2,2291.7,0.893,High,25.0,24-48h,1.5,0-2y,79.7,6795.56,0.0534,0,None,0.0
39450,2028-07-01,North America,USA,Truck,Cold Chain,Storm,Morning,Tier 1,679.9,0.843,High,34.1,24-48h,5.8,5-10y,84.9,2549.95,0.0438,0,None,0.0
39451,2028-07-01,Asia,China,Ocean,High Value Cargo,Clear,Morning,Tier 1,1312.9,0.729,Moderate,32.7,24-48h,13.7,10y+,86.4,2403.26,0.0088,0,None,0.0
39452,2028-07-01,North America,USA,Ocean,High Value Cargo,Clear,Morning,Tier 1,863.3,0.96,Critical,28.5,24-48h,2.5,2-5y,63.6,1963.24,0.045,0,None,0.0
39453,2028-07-01,Africa,South Africa,Truck,Standard Shipment,Clear,Morning,Tier 1,245.2,0.878,High,23.9,12-24h,3.8,2-5y,86.3,1639.85,0.0109,0,None,0.0
39454,2028-07-01,Latin America,Colombia,Ocean,Standard Shipment,Rain,Morning,Tier 2,446.4,0.729,Moderate,23.5,12-24h,5.9,5-10y,75.5,1215.83,0.0203,0,None,0.0
39455,2028-07-01,Latin America,Colombia,Ocean,Standard Shipment,Clear,Night,Tier 1,2300.8,0.974,Critical,27.0,24-48h,3.5,2-5y,71.4,3037.1,0.0384,0,None,0.0
39456,2028-07-01,Europe,Germany,Rail,Cold Chain,Clear,Morning,Tier 2,2705.8,0.806,High,17.4,12-24h,1.9,0-2y,86.4,4977.41,0.0171,0,None,0.0
39457,2028-07-02,North America,Canada,Truck,Standard Shipment,Clear,Morning,Tier 2,990.5,0.645,Moderate,13.9,12-24h,3.9,2-5y,100.0,2213.62,0.0063,0,None,0.0
39458,2028-07-02,Africa,South Africa,Rail,Cold Chain,Clear,Night,Tier 3,646.0,0.516,Low,13.4,12-24h,2.6,2-5y,69.7,1661.74,0.0446,0,None,0.0
39459,2028-07-02,Africa,Nigeria,Truck,Standard Shipment,Extreme Heat,Night,Tier 3,1375.4,0.503,Low,23.9,12-24h,5.1,5-10y,90.7,2868.47,0.0321,0,None,0.0
39460,2028-07-02,Latin America,Brazil,Ocean,Standard Shipment,Extreme Heat,Morning,Tier 1,945.4,0.463,Low,36.6,24-48h,6.8,5-10y,93.7,1677.52,0.0154,0,None,0.0
39461,2028-07-02,Asia,China,Truck,High Value Cargo,Clear,Morning,Tier 2,815.6,0.27,Low,10.6,0-12h,5.4,5-10y,91.5,1705.16,0.0086,0,None,0.0
39462,2028-07-02,Africa,South Africa,Rail,Cold Chain,Clear,Evening,Tier 2,2156.5,0.877,High,31.2,24-48h,3.0,2-5y,72.9,4617.2,0.0397,0,None,0.0
39463,2028-07-02,North America,Canada,Ocean,Standard Shipment,Clear,Night,Tier 1,408.1,0.684,Moderate,18.6,12-24h,4.1,2-5y,78.9,1101.57,0.0149,0,None,0.0
39464,2028-07-02,Asia,India,Air,High Value Cargo,Clear,Morning,Tier 1,1358.7,0.866,High,17.6,12-24h,3.8,2-5y,78.6,13938.14,0.0123,0,None,0.0
39465,2028-07-02,Africa,Nigeria,Ocean,Cold Chain,Clear,Evening,Tier 3,963.6,0.839,High,30.9,24-48h,5.4,5-10y,79.8,2471.07,0.0529,0,None,0.0
39466,2028-07-02,Asia,China,Ocean,Cold Chain,Clear,Night,Tier 1,1249.7,0.673,Moderate,27.6,24-48h,3.0,2-5y,87.9,2125.7,0.0238,0,None,0.0
39467,2028-07-02,Latin America,Brazil,Ocean,Emergency Replenishment,Clear,Night,Tier 2,2164.3,0.703,Moderate,35.3,24-48h,0.9,0-2y,90.2,3970.14,0.0488,0,None,0.0
39468,2028-07-02,Africa,South Africa,Truck,Standard Shipment,Clear,Night,Tier 1,1421.9,0.776,High,15.8,12-24h,5.8,5-10y,91.5,2943.51,0.0075,0,None,0.0
39469,2028-07-02,North America,Mexico,Air,Standard Shipment,Clear,Morning,Tier 1,4448.9,0.787,High,14.5,12-24h,3.3,2-5y,64.1,27145.33,0.0104,0,None,0.0
39470,2028-07-02,Europe,Netherlands,Ocean,Hazardous Goods,Clear,Morning,Tier 2,2271.3,0.881,High,25.6,24-48h,0.8,0-2y,76.0,3858.83,0.0527,0,None,0.0
39471,2028-07-02,Asia,India,Ocean,Standard Shipment,Rain,Night,Tier 3,239.0,0.585,Low,27.2,24-48h,5.0,2-5y,75.7,1301.65,0.0471,0,None,0.0
39472,2028-07-02,Asia,China,Air,Standard Shipment,Clear,Morning,Tier 3,1447.8,0.73,Moderate,6.4,0-12h,3.2,2-5y,86.0,9492.18,0.0106,0,None,0.0
39473,2028-07-02,North America,Mexico,Truck,High Value Cargo,Storm,Morning,Tier 2,853.4,0.619,Moderate,32.8,24-48h,5.9,5-10y,74.5,3017.44,0.0476,0,None,0.0
39474,2028-07-02,Asia,China,Truck,Cold Chain,Rain,Night,Tier 1,1387.5,0.771,High,25.5,24-48h,3.5,2-5y,81.4,4240.35,0.0274,0,None,0.0
39475,2028-07-02,Latin America,Brazil,Air,Cold Chain,Clear,Morning,Tier 1,405.0,0.529,Low,3.9,0-12h,2.2,2-5y,83.8,5114.26,0.0089,0,None,0.0
39476,2028-07-02,North America,Mexico,Truck,High Value Cargo,Cold,Morning,Tier 1,2309.5,0.773,High,18.4,12-24h,3.7,2-5y,70.9,5798.8,0.0194,0,None,0.0
39477,2028-07-02,North America,Mexico,Truck,Standard Shipment,Storm,Morning,Tier 1,1937.7,0.703,Moderate,33.9,24-48h,2.2,2-5y,80.8,3416.18,0.0304,0,None,0.0
39478,2028-07-02,Asia,China,Truck,Emergency Replenishment,Clear,Morning,Tier 1,923.3,0.699,Moderate,12.1,12-24h,6.0,5-10y,94.4,3953.71,0.0099,0,None,0.0
39479,2028-07-02,Africa,South Africa,Air,Standard Shipment,Storm,Morning,Tier 1,3517.2,0.654,Moderate,46.0,24-48h,3.4,2-5y,79.0,21888.04,0.0312,0,None,0.0
39480,2028-07-02,Europe,Germany,Truck,Hazardous Goods,Rain,Morning,Tier 3,1682.0,0.747,Moderate,19.9,12-24h,1.0,0-2y,79.9,4978.02,0.051,0,None,0.0
39481,2028-07-03,Asia,India,Truck,Standard Shipment,Clear,Morning,Tier 3,2142.6,0.519,Low,14.6,12-24h,6.9,5-10y,97.1,3698.39,0.009,0,None,0.0
39482,2028-07-03,Africa,Nigeria,Air,Hazardous Goods,Clear,Morning,Tier 2,2239.6,0.867,High,6.8,0-12h,5.6,5-10y,75.4,25913.66,0.0194,0,None,0.0
